_key,SpaceBud #,Type,Type Color,Emotion,Background,Background_Color,Belt,Belt_Pipe,Belt_Pipe_Color,chestplate ,Chestplate_Color,Covered_Helmet,Covered_Helmet_Color,Gloves,Gloves_Color,Suit,Star_Suit,Camo_Suit,Suit_Color,Watch,Wool_Boots,Special_Background,Amulet,Amulet_Position,Virtual_Reality,Eye_Patch,Ski_Goggles,Snorkel,X-Ray,Sword,Sword_Color,Sun_Glasses,Revolver,Jetpack,Backpack,Pistol,Pistol_Color,Umbrella,Umbrella_Color,Flag,Cardano_Coin,Cardano_Coin_Color,Flowers,Axe,Harpoon,Harpoon_Color,Hockey_Stick,Bazooka,Anchor,Arc,Wine,Jo-Jo,Blaster,Lamp_Fish,Baguette,Candle,Binoculars,SPO,gadget_count,left_hand,right_hand,both_hands
1235,spacebud #1235,ape,black,shocked,special background,purple fade,belt,none,none,none,none,none,n/a,gloves,black,classic,none,none,classic,none,none,special background,amulet,neck,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
1236,spacebud #1236,arcane,red,classic,background,green,belt,none,none,chestplate ,green,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
1237,spacebud #1237,wolf,classic,classic,background,cyan,belt,pipe,red,chestplate ,red,covered helmet,classic,gloves,blue,camo,none,camo suit,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
1238,spacebud #1238,frog,orange,classic,background,dark,belt,pipe,blue,chestplate ,purple,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
1239,spacebud #1239,ape,brown,superior,background,blue,belt,none,none,chestplate ,red,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,3,none,none,bazooka
1240,spacebud #1240,lion,gray,angry,background,green,belt,pipe,purple,chestplate ,green,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,3,none,hockey stick,none
1241,spacebud #1241,alien,yellow,angry,background,purple,belt,pipe,black,none,none,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
1242,spacebud #1242,alien,green,joking,special background,blue circular gradient,none,none,none,none,none,none,n/a,gloves,black,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
1243,spacebud #1243,cat,black,happy,background,green,belt,none,none,chestplate ,orange,none,n/a,gloves,red,classic,none,none,classic,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,baguette,none,none,none,4,baguette,none,none
1244,spacebud #1244,arcane,black,classic,background,blue,belt,none,none,chestplate ,green,covered helmet,pink,gloves,purple,camo,none,camo suit,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
1245,spacebud #1245,cat,blue,happy,background,green,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,red,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
1246,spacebud #1246,cat,yellow,sad,background,blue,none,none,none,chestplate ,purple,covered helmet,n/a,gloves,black,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
1247,spacebud #1247,lion,brown,joking,background,cyan,belt,none,none,chestplate ,yellow,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,amulet,left hand,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,amulet,none,none
1248,spacebud #1248,alien,green,angry,background,purple,belt,pipe,blue,none,none,none,n/a,gloves,black,classic,none,none,classic,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
1249,spacebud #1249,bear,white,angry,background,purple,belt,pipe,green,none,none,covered helmet,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,pink,none,n/a,none,none,pink,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,pink pistol,none,none
1250,spacebud #1250,cat,yellow,angry,background,dark,belt,none,blue,none,none,covered helmet,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
1251,spacebud #1251,wolf,classic,classic,background,dark,belt,pipe,light,chestplate ,red,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
1252,spacebud #1252,frog,black,classic,background,purple,belt,none,none,chestplate ,blue,none,n/a,gloves,blue,camo,none,camo suit,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
1253,spacebud #1253,ape,black,shy,background,green,belt,pipe,cyan,chestplate ,yellow,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,4,none,none,none
1254,spacebud #1254,lion,light,joking,background,green,none,none,none,chestplate ,green,covered helmet,classic,gloves,light,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,yellow,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,yellow umbrella,none
1255,spacebud #1255,tiger,red,joking,background,cyan,belt,none,green,none,none,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none
1256,spacebud #1256,cat,red,happy,background,blue,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,light,star,star suit,none,light,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none
1257,spacebud #1257,arcane,green,classic,background,cyan,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,red,camo,none,camo suit,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
1258,spacebud #1258,ape,black,superior,background,green,belt,pipe,black,chestplate ,green,covered helmet,classic,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,5,none,revolver,none
1259,spacebud #1259,parrot,mint,classic,special background,blue gradient,belt,pipe,red,chestplate ,orange,none,n/a,gloves,red,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
1260,spacebud #1260,bear,red,happy,background,green,belt,none,none,chestplate ,blue,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,pink,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,pink cardano coin,none,none
1261,spacebud #1261,dog,pink,happy,background,dark,belt,none,none,chestplate ,blue,covered helmet,pink,gloves,green,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
1262,spacebud #1262,tiger,gray,sad,background,dark,belt,pipe,light,chestplate ,purple,none,n/a,gloves,black,camo,none,camo suit,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,jo-jo,none,none,none,none,none,none,5,jo-jo,hockey stick,none
1263,spacebud #1263,frog,blue,classic,background,dark,belt,pipe,black,chestplate ,green,none,n/a,gloves,purple,camo,none,camo suit,purple,none,none,none,amulet,left hand,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,axe,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,amulet,axe,none
1264,spacebud #1264,robot,yellow,laughing,background,dark,belt,pipe,green,chestplate ,green,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,classic,none,none,harpoon,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,yellow harpoon,none,none
1265,spacebud #1265,parrot,red,classic,background,cyan,none,none,none,none,none,covered helmet,classic,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none
1266,spacebud #1266,robot,black,angry,background,dark,belt,pipe,cyan,chestplate ,orange,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
1267,spacebud #1267,ape,orange,angry,background,cyan,none,none,none,chestplate ,yellow,covered helmet,n/a,gloves,light,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,flowers,none,none
1268,spacebud #1268,ape,purple,angry,background,green,belt,none,light,none,none,none,n/a,gloves,green,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,axe,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,axe,none
1269,spacebud #1269,dog,red,happy,background,dark,belt,none,none,chestplate ,green,covered helmet,classic,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
1270,spacebud #1270,ape,blue,shocked,background,dark,belt,pipe,purple,chestplate ,red,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
1271,spacebud #1271,ape,black,superior,background,purple,belt,none,blue,none,none,covered helmet,n/a,gloves,red,classic,none,none,pink,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
1272,spacebud #1272,tiger,gray,joking,background,dark,belt,none,none,chestplate ,blue,none,n/a,gloves,green,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,pink,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,pink cardano coin,none,none
1273,spacebud #1273,cat,blue,happy,background,cyan,belt,pipe,black,chestplate ,blue,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,pink,none,none,harpoon,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,pink harpoon,none,none
1274,spacebud #1274,ape,orange,shocked,background,purple,none,none,none,chestplate ,yellow,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,revolver,none
1275,spacebud #1275,arcane,green,classic,background,green,none,none,none,chestplate ,green,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,4,none,none,bazooka
1276,spacebud #1276,tiger,blue,sad,background,dark,belt,pipe,red,chestplate ,purple,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,classic sword,none
1277,spacebud #1277,ape,brown,angry,background,green,none,none,none,chestplate ,red,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,red,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,red umbrella,none
1278,spacebud #1278,ape,blue,angry,background,dark,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,pink,star,star suit,none,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
1279,spacebud #1279,bear,panda,greedy,background,dark,belt,none,none,chestplate ,orange,none,n/a,gloves,red,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
1280,spacebud #1280,dog,light,happy,background,blue,belt,pipe,blue,chestplate ,yellow,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
1281,spacebud #1281,frog,black,classic,background,blue,belt,none,none,chestplate ,green,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
