_key,SpaceBud #,Type,Type Color,Emotion,Background,Background_Color,Belt,Belt_Pipe,Belt_Pipe_Color,chestplate ,Chestplate_Color,Covered_Helmet,Covered_Helmet_Color,Gloves,Gloves_Color,Suit,Star_Suit,Camo_Suit,Suit_Color,Watch,Wool_Boots,Special_Background,Amulet,Amulet_Position,Virtual_Reality,Eye_Patch,Ski_Goggles,Snorkel,X-Ray,Sword,Sword_Color,Sun_Glasses,Revolver,Jetpack,Backpack,Pistol,Pistol_Color,Umbrella,Umbrella_Color,Flag,Cardano_Coin,Cardano_Coin_Color,Flowers,Axe,Harpoon,Harpoon_Color,Hockey_Stick,Bazooka,Anchor,Arc,Wine,Jo-Jo,Blaster,Lamp_Fish,Baguette,Candle,Binoculars,SPO,gadget_count,left_hand,right_hand,both_hands,easter_egg
771,spacebud #771,cat,yellow,happy,background,green,belt,pipe,blue,chestplate ,red,none,n/a,gloves,red,camo,none,camo suit,purple,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,flowers,none,n/a
772,spacebud #772,alien,red,joking,background,blue,belt,none,blue,none,none,covered helmet,n/a,gloves,purple,camo,none,camo suit,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
773,spacebud #773,bear,black,happy,background,cyan,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,light,camo,none,camo suit,light,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
774,spacebud #774,cat,blue,sad,background,blue,belt,pipe,cyan,chestplate ,green,none,n/a,gloves,black,star,star suit,none,yellow,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
775,spacebud #775,dog,white,joking,background,cyan,none,none,none,chestplate ,purple,covered helmet,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
776,spacebud #776,tiger,yellow,happy,background,cyan,belt,pipe,light,chestplate ,orange,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
777,spacebud #777,tiger,orange,sad,background,purple,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,blue,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,revolver,none,none,n/a
778,spacebud #778,parrot,mint,classic,background,dark,none,none,none,chestplate ,blue,none,n/a,gloves,light,classic,none,none,classic,none,wool boots,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,classic,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,classic gold cardano coin,none,none,n/a
779,spacebud #779,robot,orange,confused,background,cyan,belt,pipe,red,chestplate ,orange,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,red,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,candle,none,none,4,candle,red umbrella,none,n/a
780,spacebud #780,robot,white,happy,background,green,belt,none,none,chestplate ,green,covered helmet,classic,gloves,light,classic,none,none,classic,watch,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,harpoon,yellow,hockey stick,none,none,none,none,none,none,none,none,none,none,none,7,yellow harpoon,hockey stick,none,n/a
781,spacebud #781,bear,white,angry,background,green,belt,none,none,chestplate ,green,covered helmet,classic,gloves,purple,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,classic blue pistol,none,none,n/a
782,spacebud #782,alien,pink,angry,background,purple,belt,pipe,black,chestplate ,red,covered helmet,classic,gloves,pink,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
783,spacebud #783,dog,light,happy,background,dark,belt,pipe,cyan,none,none,covered helmet,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,harpoon,classic,none,none,none,none,none,none,none,none,none,none,none,none,5,classic gray harpoon,revolver,none,scubabudz
784,spacebud #784,tiger,orange,joking,background,green,belt,pipe,purple,none,none,covered helmet,n/a,gloves,red,camo,none,camo suit,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
785,spacebud #785,cat,black,joking,background,purple,belt,none,none,chestplate ,yellow,none,n/a,gloves,green,star,star suit,none,black,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
786,spacebud #786,robot,yellow,confused,background,green,belt,none,red,none,none,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
787,spacebud #787,tiger,yellow,angry,background,green,belt,none,none,chestplate ,blue,none,n/a,gloves,purple,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,4,none,none,arc,n/a
788,spacebud #788,alien,green,angry,background,dark,belt,pipe,blue,chestplate ,orange,covered helmet,classic,gloves,blue,star,star suit,none,red,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,none,none,n/a
789,spacebud #789,alien,yellow,joking,background,purple,belt,pipe,red,none,none,covered helmet,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
790,spacebud #790,dog,pink,happy,background,blue,belt,none,black,none,none,covered helmet,n/a,gloves,light,star,star suit,none,black,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
791,spacebud #791,cat,black,happy,background,purple,belt,pipe,green,chestplate ,green,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,baguette,none,none,none,4,baguette,none,none,n/a
792,spacebud #792,cat,yellow,happy,background,purple,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,black,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,jo-jo,none,none,none,none,none,none,5,jo-jo,none,none,n/a
793,spacebud #793,alien,green,joking,special background,purple fade,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,black,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,black umbrella,none,n/a
794,spacebud #794,bear,brown,greedy,background,green,belt,pipe,blue,chestplate ,yellow,covered helmet,classic,gloves,blue,camo,none,camo suit,red,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,6,none,hockey stick,none,greedy
795,spacebud #795,tiger,blue,happy,background,blue,belt,none,none,chestplate ,red,none,n/a,gloves,red,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,3,none,hockey stick,none,n/a
796,spacebud #796,cat,red,happy,background,green,belt,pipe,blue,chestplate ,red,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
797,spacebud #797,arcane,purple,classic,background,green,belt,pipe,green,chestplate ,blue,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,jo-jo,none,none,none,none,none,none,3,jo-jo,none,none,n/a
798,spacebud #798,tiger,blue,happy,background,cyan,belt,pipe,black,none,none,covered helmet,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,3,none,none,arc,n/a
799,spacebud #799,cat,yellow,happy,background,cyan,belt,none,none,chestplate ,yellow,none,n/a,gloves,purple,star,star suit,none,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
800,spacebud #800,tiger,gray,angry,background,dark,belt,none,none,chestplate ,green,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,revolver,none,n/a
801,spacebud #801,alien,purple,angry,background,blue,belt,none,none,chestplate ,purple,none,n/a,gloves,red,star,star suit,none,red,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,classic blue pistol,none,none,n/a
802,spacebud #802,dog,red,angry,background,purple,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,5,none,hockey stick,none,n/a
803,spacebud #803,dog,white,serious,background,cyan,belt,pipe,light,none,none,covered helmet,n/a,gloves,purple,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,candle,none,none,4,candle,none,none,n/a
804,spacebud #804,dog,red,happy,background,purple,belt,pipe,cyan,chestplate ,blue,none,n/a,gloves,pink,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
805,spacebud #805,cat,pink,happy,background,dark,belt,pipe,cyan,chestplate ,yellow,covered helmet,classic,gloves,red,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,classic blue pistol,none,none,n/a
806,spacebud #806,robot,orange,confused,background,dark,belt,pipe,red,chestplate ,blue,none,n/a,gloves,blue,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,pink,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,5,pink pistol,hockey stick,none,n/a
807,spacebud #807,ape,purple,angry,background,blue,belt,pipe,purple,chestplate ,red,covered helmet,classic,gloves,light,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,umbrella,purple,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,purple umbrella,none,n/a
808,spacebud #808,arcane,green,classic,background,cyan,none,none,none,chestplate ,blue,covered helmet,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
809,spacebud #809,cat,red,happy,background,dark,none,none,none,none,none,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,pink,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,pink cardano coin,none,none,n/a
810,spacebud #810,bear,panda,greedy,background,cyan,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,greedy
811,spacebud #811,bear,white,happy,background,dark,belt,pipe,purple,chestplate ,red,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,harpoon,classic,none,none,none,none,none,none,none,none,none,none,none,none,3,classic gray harpoon,none,none,n/a
812,spacebud #812,lion,blue,angry,background,green,belt,none,none,chestplate ,yellow,none,n/a,gloves,red,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
813,spacebud #813,cat,red,happy,background,blue,belt,pipe,cyan,chestplate ,purple,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,baguette,none,none,none,3,baguette,none,none,n/a
814,spacebud #814,bull,classic,classic,background,green,belt,none,none,chestplate ,green,none,n/a,gloves,black,camo,none,camo suit,brown,none,none,none,amulet,left hand,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,amulet,none,none,n/a
815,spacebud #815,frog,black,classic,background,cyan,belt,none,light,none,none,none,n/a,gloves,purple,star,star suit,none,black,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
816,spacebud #816,ape,blue,angry,background,green,belt,none,green,none,none,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
